Text,Label
拍电影 还是 做 政府 报告 啊 文戏 太差 科幻 叙事 就是 集体 叙事 里 插 一点 个体 个体 生死 交代 给 集体 居然 引起 大 范围 共鸣 真是 佩服 中国 观众,到底是在拍电影还是在做政府报告啊，文戏太差了，我们的科幻叙事就是集体叙事里插一点个体，最终个体的生死交代给集体，这居然也能引起大范围共鸣，我真是佩服中国观众。
这种 完成度 不过 美国 大片 不会 有人 喜欢 英雄 史观 不 习惯 人民 史观 就 不 给 高分 吧,"这种完成度，比不过哪个美国大片????

不会有人喜欢了英雄史观，不习惯人民史观，就不给高分吧"
抱 着 很大 期望 去 看 完 着实 失望 前半段 感情 线 看 生理 不适 懂 编剧 想要 塑造 韩 朵朵 女强人 形象 但 实话 说 韩 朵朵 所有 女性 形象 扁平 典型 男凝 刻板 把 女性 角色 去掉 不会 对 主线 推进 有 多 大 影响 韩 朵朵 一个 被 塑造 这么 强 女性 其 优秀 反映 男性 眼中 价值 就是 结婚 对 主线 贡献 就是 生 孩子 吴京 出于 保护 目的 把 韩 朵朵 关 另一侧 跑 去 单挑 迷惑 如果 真的 个人 英雄主义 加 感情 线 宁愿 看 他俩 并肩作战 不是 最后 玻璃 茬 花瓣 散落 一地 韩 朵朵 一拳 把 对手 击飞 嚷嚷 花 弄坏了 还有 一个 印象 很深 吴京用 拍 立得 拍 一家人 韩 朵朵 说 用 手机 拍 方便 修图 还有 啊 这句 话 真的 觉得 突兀 俗 以及 竟然 还有 胸部 特写 看到 对 太空 漫游 致敬 前半段 好感 掉 光后 不 觉得 高兴,抱着很大的期望去的，看完着实有些失望。前半段感情线看得生理不适，懂编剧想要塑造韩朵朵女强人的形象，但实话说不仅是韩朵朵、几乎所有女性形象很扁平，典型男凝刻板。把女性角色去掉可能不会对主线推进有多大影响，韩朵朵一个被塑造的这么强的女性，其优秀反映在男性眼中的价值就是结婚，对主线的贡献就是生了孩子。吴京出于“保护”目的把韩朵朵关在另一侧跑去单挑也很迷惑，如果真的要个人英雄主义加感情线，我宁愿看他俩并肩作战，而不是最后玻璃茬和花瓣散落一地、韩朵朵一拳把对手击飞嚷嚷花弄坏了。还有一个印象很深，吴京用拍立得拍了一家人，韩朵朵又说要用手机拍，因为方便修图…还有“我在啊”这句话，我真的觉得既突兀又俗。以及竟然还有胸部特写…看到了一些对太空漫游的致敬，前半段好感掉光后也不觉得高兴
三星 全部 给 到 诚意 以及 主创 团队 总结 几页 纸 拍 科幻 都 有 哪些 坑,三星全部给到诚意，以及，主创团队总结的那几页纸——“拍科幻都有哪些坑”。
中国式 科幻片 逐渐 形成 一种 新 科幻 类型 西方 强调 个人主义 英雄 价值观 相悖 中国式 科幻片 核心 价值观 概括 为家国 情怀 集体主义 自我牺牲 自我 感动 总之 就是 大国 崛起 叙事,中国式科幻片逐渐形成一种新的科幻类型，与西方强调的个人主义英雄价值观相悖的是，中国式科幻片核心价值观可以概括为：家国情怀、集体主义、自我牺牲、自我感动，总之就是大国崛起的叙事。
扣 一颗 星给 价值 取向 吧 幻想 中 末日 时 中国 人 不该 这么 自恋 如果 彼时 地球 人 划群 而治 真是太 令人 悲观 那样 哪 去 不了,扣一颗星给价值取向吧。我幻想中末日时的中国人，不该这么自恋。如果彼时地球人还在划群而治，那真是太令人悲观了。那样我们哪也去不了。
吴京 ptsd 都 被治好,我的吴京ptsd甚至都被治好了……
三星 半 特效 配乐 水平 优秀 但 叙事 直 男 味儿 真的 熏死 个人 有种 强烈 感 例如 塑造 一个 英姿飒爽 现代 女性 让 为 刘培强 让位 最后 就 只能 草率地 当 结婚 生子 背景 板 例如 李雪健 那个 角色 哈哈 三个 小时 片子 叙事 松散 剪辑 冗余 只能 沦落 到 反复 靠 各种 相似性 紧迫 事件 倒计时 来 抓住 观众 注意力 总而言之 类型 片 一次 突破 但 想 躺 功劳簿 上 接受 万世 敬仰 就 实在 个 笑话 btw 科幻 类型 片 对 女性 真是 明目张胆 地 打压 忽视 啊 哈哈哈,三星半，特效和配乐的水平非常优秀，但叙事的直男味儿真的熏死个人，有种强烈的“既要……又要……”感。例如既要塑造一个英姿飒爽的现代女性，又要让她为刘培强让位，最后就只能草率地当了结婚生子的背景板，又例如李雪健那个角色（哈哈），三个小时的片子叙事松散，剪辑冗余，只能沦落到反复靠各种相似性紧迫事件的倒计时来抓住观众的注意力。总而言之，是类型片的一次突破，但要想躺在功劳簿上接受万世敬仰，那就实在是个笑话了～（btw，科幻类型片对女性真是明目张胆地打压和忽视啊哈哈哈）
冗长 光靠 特效 情怀 不行,冗长，光靠特效与情怀是不行的。
什么 主旋律 政治 正确 觉得 这个 给 电影 打 低分 可笑 这部 电影 精华 所在 就是 思想 价值 所谓 个人 英雄 为 人类 做出 牺牲 人 都 英雄 演员 演技 在线 画面 好看 那个 太空 电梯 震撼 到 还有 电子 军犬 好 可爱 它会 说 别怕 这句 话 出现 过好 多次 有个 老爷爷 老奶奶 说 韩 朵朵 说 真 喜欢 这句 温暖 台词,什么是主旋律、政治正确？我觉得的因为这个给电影打低分太可笑了，这部电影的精华所在就是他的思想价值，没有所谓的个人英雄，因为每个为人类做出牺牲的人都是英雄。演员演技在线，画面好看，那个太空电梯震撼到我了。还有电子军犬好可爱，它会说“别怕，我在”，这句话出现过好多次，有个老爷爷和老奶奶也说了，韩朵朵也说了，我真喜欢这句温暖的台词。
难看 至极 如坐针毡 吹 这部 电影 人 良心 不会 痛 吗,难看至极，如坐针毡，吹这部电影的人，你们的良心不会痛吗
给 个 剧透 倒计时 啊 别人 家 导演 都 把 悬念 藏 着 掖 着 电影 巴不得 危急关头 告诉 嘿 这货 完成 任务,为什么一定要给个剧透倒计时啊？别人家的导演都把悬念藏着掖着，这电影巴不得在危急关头告诉你：嘿！这货一定能完成任务！
跟 第一部 相比 少 无趣 台词 笑 点 设计 场面 大 但 看 下来 就 一个 感觉 累累 到 都 怀疑 这帮 地球 人 折腾 什么 拍电影 讲 这么 个 故事 意义 哪 全片 剧情 全靠 大 字幕 来 推进 字幕 说 干嘛 下 一步 就 发生 什么 各种 航天 机械 满屏 窜 不 视觉 疲劳 才 怪 然后 动不动 就是 摄像头 特写 导演 生怕 观众 不 知道 人工智能 深意 最后 剩下 就 靠 老套 车祸 癌症 个人 英雄主义 大国 煽情 来 填满 就 刘德华 那条 线 数字 生命 设定 有 思考 价值 可惜 只是 浅尝辄止 千万别 吹 什么 中国 科幻 里程碑 不太配,跟第一部相比，虽然少了很多无趣的台词和笑点设计，场面也更大了，但看下来就一个感觉：累。累到我都怀疑这帮地球人到底在折腾什么，甚至拍电影讲这么个故事的意义在哪。全片剧情全靠大字幕来推进，字幕说干嘛，下一步就发生什么，各种航天机械满屏窜，不视觉疲劳才怪。然后动不动就是摄像头特写，导演生怕观众不知道人工智能的“深意”，最后剩下的就靠一些很老套的车祸、癌症、个人英雄主义、大国煽情来填满。也就刘德华那条线的数字生命设定有思考价值，可惜也只是浅尝辄止。千万别吹什么中国科幻的里程碑了，还不太配。
爹得 有点 头痛,爹得有点头痛……
中国 科幻电影 终于 出师 逻辑 细节 存在 各种 槽 点 但 整体 气质 大 环境 叙事 饱满 充实 视觉效果 惊艳 媲美 好莱坞 连 propaganda 形式 都 一摸 一样 动人 部分 人 不 理性 时刻 两个 父亲 为了 家庭 牺牲 渺小 宏大 交织 看 完后 想 问 MOSS 认识 HAL 吗,中国科幻电影终于出师了！虽然逻辑细节存在各种槽点，但整体气质和大环境叙事饱满充实，视觉效果惊艳，媲美好莱坞（甚至连propaganda的形式都一摸一样）。最动人的部分依然是人最不理性的时刻，两个父亲为了家庭的牺牲，渺小与宏大的交织。看完后我很想问MOSS，你认识HAL吗？
知道 特效 很燃 炸 作为 一部 电影 失去 讲故事 能力 纯粹 流水账 不 知道 这么 多人 吹,我知道特效很燃很炸，但是作为一部电影，它失去了最基本的讲故事的能力，纯粹是流水账，不知道为什么这么多人吹。
三星 半 还是 灾难片 科幻 有 加强 美术 部分 大有 进步 但 数字 生命 最后 作为 背 密码 工具 使用 被 认可 最大 价值 笑 人类 宿命 殊途同归 就是 工具 这个 点上 写出 最后 死士 情节 不足为奇 十年 科幻片 延续 着 诺兰 建立 话语 体系 上 写 就 本片 做 模仿 但 免不了 用 这样 古旧 传统 战争片 桥段 去 填充 另外 就是 不 喜欢 用作 戏用 狭隘 地域观念 国与国 区分 才能 写出 对抗 中间 包含 着 对于 对立 观点 片面 描绘 第一场 战斗 因此 而生 篇幅 不要 人物 第一部 做得好 顾此失彼 但 第一部 借 人物 做成 团队 爽片 不行 刘培强 遇到 韩 朵朵 那么 优秀 女性 脑子 第一个 画面 结婚 生子 让 人 反感 结合 后来 刘 成为 孤胆 英雄 韩 就 绝症 让 人 emmm 全片 喜欢 宁理 声音 部分 真实 让 这个 角色 变得 立体 有 听不清 时,三星半。还是灾难片，科幻有加强，美术的部分大有进步，但数字生命最后作为背密码的工具使用被认可了最大价值（笑，和人类的宿命殊途同归，就是工具，在这个点上写出了最后的“死士”情节不足为奇，这十年科幻片几乎是延续着诺兰建立的话语体系上写就的，本片做了模仿，但免不了用这样古旧的传统战争片桥段去填充，另外就是我不太喜欢一直用作戏用的狭隘的地域观念，国与国的区分才能写出对抗，这中间还包含着对于对立观点的片面描绘，第一场战斗是因此而生，在篇幅也可以不要。人物没有第一部做得好，顾此失彼，但第一部借人物做成了团队爽片也不行，刘培强遇到韩朵朵那么优秀的女性，脑子第一个画面是结婚生子，让人反感，结合后来刘成为孤胆英雄，韩就得了绝症，让人emmm，全片我很喜欢宁理的声音部分，真实，又让这个角色变得立体，虽然也有听不清时
建议 全人类 观看,建议 全人类观看
李老师 演挺 好 但 不能 把 那些 镜头 删 啊,李老师演挺好，但能不能把他那些镜头删了啊
人类文明 终极 矛盾 人类 对 人 执念 AI 对 理性 奢望 之间 矛盾 Moss aka 小 苔藓 马兆 aka 浪球章 北海 郭帆 龚格尔 跟 大 刘 一个 毛病 帮助 中国 科幻电影 工业 威慑 度 突破 百分之 时候 对 女性 人物 理解 塑造 威慑 度 如 一条 爬行 蚯蚓,"人类文明的终极矛盾，是人类对人的执念与AI对理性的奢望之间的矛盾——Moss aka小苔藓 & 马兆aka浪球章北海

但是郭帆龚格尔跟大刘一个毛病，在帮助中国科幻电影工业的威慑度突破百分之98的时候，对女性人物理解与塑造的威慑度依然如一条爬行的蚯蚓……"
受不了 跟风 吹 这部 电影 本人 差评 本人 理工科 电影 爱好者 电影 不是 亮点 但 实在 不 理解 某些 观众 盲目 吹捧 认为 这部 电影 整体 框架 节奏 剪辑 不好 导演 多线 叙事 能力 弱 第一部 故事 简单 拍 出来 挺 流畅 第二部 故事 复杂 导演 明显 水平 不足 金刚钻 别揽 瓷器活 作为 电影 该片 表现 糟糕 以至于 并 不想 花 时间 去 研究 什么 线索 伏笔 建议 先 把 故事 讲好,受不了跟风吹的了，这部电影本人差评。本人理工科电影爱好者，这电影不是没有亮点，但我实在不理解某些观众的盲目吹捧。我认为这部电影整体框架、节奏、剪辑很不好，导演多线叙事能力弱。第一部故事简单，拍出来还挺流畅，第二部故事复杂了，导演明显水平不足，没有金刚钻别揽瓷器活。作为电影，该片表现很糟糕，以至于我并不想花时间去研究什么“线索”和“伏笔”，建议先把故事讲好。
睡着,睡着了……
遇事 慌乱 大喊大叫 永远 美国 人 俄罗斯 人 就是 憨态可掬 形象 智勇双全 永远 中国 人周 主任 没道理 强制 点火 那段 剧情 实在 圆 不 回来 感觉 为了 面子 不顾后果 反正 就算 失败 大家 都 立马 完蛋 找不着 我来 承担责任 人类 收到 神秘 提醒 事 好像 只有 中国 人 说 出来 说 出来 后 国家 人 没当回事 儿 只有 中国 人 思考 摇号 政策 无情 且 合理 但 中国 最后 站 出来 反对 有 理由 怀疑 导演 这么 安排 阴阳怪气 最后 周 主任 秘书 一字 不落 模仿 周 主任 说话 那个 腔调 有点 不适 好像 给 新人 立威 似的 片中 女性 角色 太过 工具 人 回想 下 成 帮助 塑造 男主角 形象 工具 人 特效 不错 实在 从头到尾 都 好 国内 巅峰 立 个 榜样 有 新闻 说 成本 满江红 差不多 如果 真的 满江红 明星 可 真够 贵,"遇事慌乱大喊大叫的永远是美国人，俄罗斯人就是憨态可掬的形象，智勇双全的永远是中国人。

周主任没道理强制要点火那段剧情实在圆不回来。感觉是为了面子不顾后果。反正就算失败了大家都立马完蛋，你们也找不着我来承担责任。

关于人类收到神秘提醒的事。好像只有中国人说出来，而且说出来后其他国家人也没当回事儿，只有中国人在思考。

摇号政策无情且合理。但中国最后站出来反对，我有理由怀疑导演这么安排是在阴阳怪气。

最后周主任的秘书一字不落模仿周主任说话那个腔调有点不适。好像给新人立威似的。

片中女性角色太过工具人，而且回想下还成了帮助塑造男主角形象的工具人。

特效不错，很实在，从头到尾都很好。国内巅峰，立了个榜样。有新闻说成本和满江红差不多，如果是真的，那满江红的明星可真够贵的了。"
中国航天 中队 岁 出列,中国航天中队，50岁以上的，出列！
尼玛 主旋律 别 看到 吴京 就 主旋律 行不行 宣扬 不是 全人类 命运 共同体 吗,这尼玛主旋律？别看到吴京就主旋律行不行，这宣扬的不是全人类的命运共同体吗
有趣 如果 图恒宇 纯粹 为 个人 情感 驱动 自私 片中 所有 集体主义 行动 都 不过 难堪 笑话 灭顶 灾难 简直 一个 斯密 式 黑色 寓言,有趣的是，如果没有图恒宇纯粹为个人情感驱动的“自私”，片中所有的“集体主义”行动都不过是难堪笑话与灭顶灾难，这简直是一个斯密式的黑色寓言。
毁灭 人类 明明 有 那么 多 直接 隐蔽 方法 ai 偏偏 用 相当 曲折 但 戏剧性 一种 如果 不是 为了 研究 考验 人类 实在 说不过去,毁灭人类明明有那么多直接和隐蔽的方法，ai偏偏用了相当曲折但戏剧性的一种。如果不是为了研究或考验人类，实在是说不过去。
看 流浪 地球 为 满江红 这种 商业 烂片 感到 悲哀,看了流浪地球2，我为满江红这种商业烂片感到悲哀。
吴京 部分 难看 李雪健 最后 强行 点火 充满 傲慢 即使 受到 moss 暗示 但 强硬 爱国 情怀 中 看到 对 人性 不 尊重 傲慢 让 整场 观感 骤降,"吴京的部分太难看了。
李雪健最后强行点火充满了傲慢，即使这可能受到了moss的暗示。但在之前强硬的爱国情怀中，只看到了对人性的不尊重与傲慢，让整场的观感骤降。"
这类 片 看 越 多 就 越 发现自己 难以 宏大 叙事 中 寻求 共鸣 女人 注定 这些 宏大 命题 下 outsider 旁观者 视角 一点 感悟 李雪健 角色 真的 太有 那味 凡 别人 提出 实际 问题 必用 一堆 旁征博引 亘古亘今 实则 假大空 大道理 来 放大 屁 跟 讲 困难 跟 讲 情怀 告诉 实验 失败 跟 扯 黎明前 黑暗 一万五千 年前 化石 闹 呢,这类片看的越多就越发现自己难以在宏大叙事中寻求共鸣，女人注定是这些宏大命题下的outsider。（旁观者视角的一点感悟：李雪健的角色真的太有那味了，凡别人提出实际问题必用一堆旁征博引亘古亘今实则假大空的大道理来放大屁，你跟他讲困难，他跟你讲情怀；你告诉他实验失败，他跟你扯黎明前的黑暗和一万五千年前的化石，闹呢…）
不 需要 多 说 核心理念 吊打 阿凡 达 系列 殖民 思想,不需要多说。核心理念，吊打《阿凡达》系列的殖民思想。
实现 少时 读 刘慈欣 时候 愿望 也许 年纪 大 吧 对 那些 主旋律 肤浅 东西 没 那么 吹毛求疵 愿意 相信 限制 中 做出 最大 努力 谁 不 傻瓜 不 这么 办 刘慈欣 场景 有 机会 表现 出来 呢 加油 吧,实现了少时读刘慈欣时候的愿望。也许年纪大了吧，对那些主旋律和肤浅的东西，没那么吹毛求疵了。我更愿意相信，他们已经在限制中做出了最大的努力，谁也不傻瓜，不这么办，刘慈欣的场景又怎么有机会表现出来呢？加油吧。
科幻 工业 美学 震撼 太空 电梯 视效 让 人 惊喜 不 知道 时间 不够 还是 逻辑 bug 地方 感觉 讲清楚 移山 计划 数字 生命 明明 互补 双方 搞 不 死不休 其次 生命 形式 人工智能 探讨 只是 浅浅 带 过 整部 片子 看起来 有点 赶 整体 来说 这部 片子 讲述 人类 迁徙 史诗 不 单单 只是 勇敢 赞歌 流露出 渺小 人类文明 挣扎 求生 透骨 悲凉 努力 前行 微末 希望 交织 适当 小 幽默 贯穿 其中 不会 显得 过分 沉重 独特 科幻 叙事 希望 后续 更加 精彩,"科幻工业美学很震撼，特别是太空电梯的视效让人惊喜。
不知道是时间不够，还是逻辑bug，有些地方感觉没有讲清楚，比如移山计划和数字生命明明可以互补，为什么双方搞得不死不休。其次关于生命形式、人工智能等探讨只是浅浅带过，整部片子看起来有点赶。
整体来说，这部片子讲述的人类迁徙史诗不单单只是勇敢的赞歌，它流露出的是渺小的人类文明挣扎求生的透骨悲凉和努力前行的微末希望的交织。适当的小幽默贯穿其中，又不会显得过分沉重，是非常独特的科幻叙事，希望后续更加精彩。"
星比 第一部 少 sb 角色 就 赢 大 阵容 无 解 过去 十年 内地 香港 最能 扛 票房 两个 男人 合体 吴京 刘德华 卖 票房 李雪健 吴孟达 卖 情怀 选择 老戏骨 想必 导演 对 老一辈 演员 敬意 吴京 华仔 两个 部分 双线 并进 吴京 负责 搞笑 华仔 负责 提升 本片 科幻 人文 高度 把 沙溢 演技 给 突出 来 自然 东北 派 演技 华仔 角色 继续 点题 第一部 名 台词 行车 不 规范 亲人 两行 泪中 俄 一家亲 给 美国 留 体面 前半段 联合 基地 防御 无人机 那段 超级 炸 太空 电梯 细节 真实感 无可挑剔 某段 配乐 很环 太平洋 人类 把 精密 系统 都 用到 彼此 毁灭 贴合 当今世界 现实 AI 技术 大量 运用 让 吴京 回春 修复 李雪健 老爷子 声音 复活 吴孟达 达叔 面貌 精雕 下,4星。比第一部少了很多sb角色就赢大了。1.阵容无解，过去十年内地+香港最能扛票房的两个男人合体，吴京+刘德华卖票房，李雪健+吴孟达卖情怀。选择老戏骨想必是导演对老一辈演员的敬意。2.吴京和华仔两个部分双线并进，吴京负责搞笑，华仔负责提升本片科幻人文高度。3.把沙溢的演技给突出来了，非常自然的东北派演技。4.华仔角色继续点题第一部名台词：行车不规范，亲人两行泪。5.中俄一家亲，给美国留了体面。6.前半段联合基地防御无人机那段超级炸，太空电梯的细节和真实感无可挑剔，某段配乐很“环太平洋”。7.“人类把最精密的系统都用到了彼此毁灭之上。”非常贴合当今世界现实了。8.AI技术大量运用，让吴京回春，修复李雪健老爷子的声音，“复活”吴孟达，达叔的面貌还可以再精雕下。
中间 真的 长 无聊 跟 朋友 电影院 快 睡着 看到 最后 觉得 太多 男,中间真的又长又无聊，跟朋友在电影院快睡着了，看到最后只觉得“太多男的了”🥱
太阳 刚 片子 充满 男式 爱情 意淫 对 自己 自己 国家 道德 至 高点 意淫 对 国家 轻浮 刻板 印象 刘慈欣 写 不好 一个 女性 角色 片子 里 女性 角色 像是 作为 性别 点缀 存在 平板 空洞 内核 性格 像是 为了 有 强 有 欲盖弥彰 作为 科幻片 科学 逻辑 大 漏洞 还有 战狼式 个人 英雄主义 他人 英雄主义 让 人 不适 好 地方 图桓宇 条线 比较 有意思 刘德华 演绎 完美 视觉效果 做 不错,太阳刚的片子。充满了男式的爱情意淫，对自己/自己的国家总是道德至高点的意淫和对其他国家轻浮的刻板印象。刘慈欣甚至写不好一个女性角色。片子里的女性角色更像是作为性别的点缀而存在的，平板空洞，没有内核，她们的性格更像是为了有而强有的，所以欲盖弥彰。作为科幻片，科学逻辑大漏洞仍然还有。战狼式的个人英雄主义和他人英雄主义让人不适。           好的地方是图桓宇这条线比较有意思，刘德华的演绎也很完美。有些视觉效果做的不错。
三颗 星全 给 特效 难得 made in china 吧 but 情节 拖沓 建议 时 长 缩减 一半 左边 观众 睡着 右边 观众 看 一半 离场 战狼味 直冲 云霄 以为 看 流浪 地球 战狼版 女性 角色 全是 为了 成全 大 男子 英雄主义 年轻 演员 台词 念 有点 差 幽默 硬 点 煽情 套路 点 直 男 视角 下 玫瑰 浪漫 爱情 慈父 视角 下 钢铁 父女情 都 好典 哦 像 被 喂 一碗 沉甸甸 杂交 水稻 看得 我发 齁,三颗星全给特效（难得的made in china吧）but情节拖沓建议时长缩减一半（左边观众睡着右边观众看一半离场了），战狼味直冲云霄我以为我在看《流浪地球（战狼版）》，女性角色全是为了成全大男子英雄主义，年轻演员台词念的有点太差，幽默也太硬了点，煽情也太套路了点，直男视角下的玫瑰浪漫和爱情、慈父视角下的钢铁父女情都好典哦，像被喂了一碗沉甸甸的杂交水稻，看得我发齁
个人感觉 唯一 缺点 一旦 意识形态 味 浓 会 把 人物 变得 标签 化 脸谱化 牺牲 合理性 探讨 人类文明 存亡 议题 跳 不出 红色 逻辑 女性 参与 显得 很小 气 这点 上 第一部 第二部 强 故事 简单 但 自洽 图马 那条 线 主线 好些,个人感觉唯一缺点是一旦意识形态味太浓了会把人物变得标签化脸谱化，牺牲一些合理性。探讨人类文明存亡议题却跳不出红色逻辑，甚至几乎没有女性参与，显得很小气。这点上，第一部比第二部强，虽然故事简单但更自洽。图马那条线，比主线好些。
尽管 观感 疲劳 看 累 乱 剧作 单薄 庞大 叙事 主题 无法 让 节奏 紧密 只能 更加 割裂 松散 光靠 特效 堆砌 灾难 奇观 显然 无法 让 人 坚持 三 小时 注意力 但 还是 要说 质量 确实 相当 高 用心 确实 拍出 宏伟 澎湃 大片 风范 还是 不 喜欢 吴京 英雄主义 做作 家国 情怀 喜欢 刘德华 上载 永生 自我 反思,尽管观感有些疲劳，看的累，也乱，因为剧作的单薄和庞大的叙事主题，无法让节奏紧密，只能是更加割裂和松散，光靠特效堆砌和灾难奇观显然无法让人坚持三小时注意力。但我还是要说，质量确实相当高，很用心，确实拍出了宏伟澎湃的大片风范。我还是不喜欢吴京的英雄主义和做作的家国情怀，我更喜欢刘德华的上载永生和自我反思。
评分 能比 满江红 高 就 离谱 里面 绝对 tmd 有 猫腻 如果说 惊喜 小破球 就是 赶工 大烂球 整个 观影 体验 用 遭罪 来 概括 看 这个 乱 长 电影 遭罪 看着 满 电影院 人 电影 长 难看 而刷 手机 聊天 屏摄 提前 离场 遭罪 真的 喜欢 第一部 如果 创作 团队 不 好好 吸取 第二部 教训 的话 真的 拍 第三 部分 必要 问题 实在 太多 结构 安排 有大 问题 最吸睛 特效 没 多 好 夸张 点 说 根本 就 不是 一部 完整 电影 全都 碎片 这些 碎片 里 不乏 有 良品 整体 上 来看 还是 失败 创作 团队 对 宏大 叙事 野心 太大 没 这个 能力 根本 把握 不住 天呐 好久 看 完 一部 电影 这么 心烦 评述 带有 强烈 负面 情绪,📽这评分还能比《满江红》高就离谱，这里面绝对tmd有猫腻！如果说1是惊喜的小破球，2就是赶工的大烂球。整个观影体验可以用“遭罪”来概括，看这个又乱又长的电影是遭罪，看着满电影院的人因为电影又长又难看而刷手机聊天屏摄提前离场更是遭罪。我真的很喜欢第一部，如果创作团队不好好吸取第二部的教训的话，真的没有拍第三部分必要了。问题实在太多了，结构安排有大问题，最吸睛的特效也没多好。夸张点说这根本就不是一部完整的电影，全都是一些碎片，虽然这些碎片里也不乏有一些良品，但是整体上来看还是太失败了。创作团队对宏大叙事的野心太大了，但是没这个能力根本把握不住。天呐好久没有因为看完一部电影这么心烦了，以上评述带有强烈的负面情绪。
想 单独 给 刘德华 五星 无论是 对智械 危机 呈现 还是 生命 哲学 思考 以及 演技 都 让 另外 两条 故事 线 望尘莫及 如果 吴京线 可有可无 李雪健 故事 线 就 完全 拉 低 整部 电影 水平 以及 刺激 尴尬 症 发作 摆脱 不了 喊 口号式 表演 算一算 年份 其实 他演 个 后,想单独给刘德华五星，无论是对智械危机的呈现还是生命的哲学思考（以及演技）都让另外两条故事线望尘莫及。如果吴京线是可有可无的，那李雪健的故事线就完全是在拉低整部电影的水平以及刺激我的尴尬症发作，摆脱不了喊口号式的表演，但是算一算年份其实他演的是个90后.......
觉得 把 煽情 桥段 删除 删除 口号 太多,我觉得可以把煽情桥段删除删除，口号太多了。
喜欢 电梯 大 全景 来回 穿梭 部分 麻 机械 迷 会 比较 嗨 细节 给 多 按 MOSS 给 时间 节点 三 小时 拍 两次 危机 两部 片子 时 长量 很大 地方 不能 细 想 好比 移山 计划 数字 生命 计划 有 什么 冲突 只能 选 一个 做 科技 发展 最大 好处 不 就是 提供 多 可能性 么 各自 寻找 出路 不是 挺 好 片子 结尾 其实 就是 两个 计划 并 存在 人工智能 具有 自我意识 且 做出 长 达 百年 预判 年代 执行 核弹 爆炸 潜入 水底 作业 需要 人 肉身 执行 不是 靠 远程 遥控 高 操作 精度 机器人 说 不 过去 类似 问题 还有 几十年 手机 差不多 最后 北京 中心 成功 启动 完全 图恒宇 意外 介入 周喆直 对 做到 信心 建立 偶然 上 这种 信心 就 显得 盲目,喜欢电梯大全景和来回穿梭的部分，麻。机械迷可能会比较嗨，细节给得多。按 MOSS 给的时间节点，三小时拍了两次危机，几乎是两部片子的时长，量很大，但是有些地方不能细想：好比“移山计划”和“数字生命计划”到底有什么冲突，为什么只能选一个做，科技发展最大的好处不就是提供更多可能性么，各自寻找出路不是挺好，片子结尾其实就是两个计划并存；在人工智能具有自我意识且能做出长达百年预判的年代，执行核弹爆炸和潜入水底作业还需要人肉身执行，而不是靠远程遥控高操作精度的机器人，说不太过去，类似的问题还有几十年之后的手机和现在差不多；最后北京中心的成功启动完全因为图恒宇的意外介入，周喆直对“一定能做到”的信心建立在偶然上，这种信心就显得很盲目了。
放眼 全球 近十年 来 没 看过 这么 纯正 硬核 科幻片,放眼全球，近十年来没看过这么纯正硬核的科幻片。
借用 一句 话 如果说 流浪 地球 打开 中国 科幻电影 大门 那么 流浪 地球 亲手 拉 着 出门 指着 天上 万千 星河 说 抬头 看 如此 闪耀,借用一句话：如果说流浪地球1打开了中国科幻电影的大门，那么流浪地球2是亲手拉着你出门指着天上万千星河说：抬头看，我们也能如此闪耀。
观后 心情 复杂 绝对 中国 科幻 史上 里程碑式 作品 特效 水平 丝毫 不输 好莱坞 故事 硬核 相对 第一部 增加 笑 点 适时 且 不 惹人讨厌 人物 塑造 上 有华仔 这样 相对 饱满 角色 但 剧情 上 缺乏 那么 合理性 其实 中国 国情 来说 还是 不 适合 拍 个人 英雄主义 电影 而是 适合 集体 英雄主义 丝毫 不会 为 吴京 莽汉 式 两次 关门 救人 李雪健 老师 撒泼 式 中国 人 会 完成 任务 到 点 就 必须 按下 按钮 话语 所 感动 却会 马兆 知道 自己 无法 逃脱 挥手 让 图恒宇 离开 沙溢 老一辈 航飞员 敢死 任务 前 挺身而出 把 生 希望 留给 年轻 人 泪流 不止 便是 刻意 煽情 鼓动 自然 共情 之间 区别 其实 中国 不 缺乏 好 题材 好 原著 但 怎样 把 故事 拍得 让 人 信服 不 做作 不 过度 宣扬 中国 主义 个人主义 才 导演 们 永远 课题,"观后心情有些复杂。这绝对是中国科幻史上里程碑式的作品，特效水平丝毫不输好莱坞，故事硬核，相对第一部，增加了笑点，适时且不惹人讨厌，人物塑造上也有华仔这样相对饱满的角色，但剧情上却仍是缺乏了那么一些合理性。
其实以中国的国情来说，还是不适合拍个人英雄主义电影，而是更适合集体英雄主义。我丝毫不会为吴京莽汉式的两次关门“救人”、李雪健老师撒泼式“中国人一定会完成任务，到点就必须按下按钮”的话语所感动，却会因为马兆知道自己无法逃脱而挥手让图恒宇离开、沙溢和老一辈的航飞员在敢死任务前挺身而出，把生的希望留给更年轻的人而泪流不止。这便是刻意的煽情、鼓动，和自然共情之间的区别。
其实中国不缺乏好的题材和好的原著，但怎样把故事拍得让人信服、不做作、不过度宣扬“中国主义”和“个人主义”，才是导演们永远的课题。"
靠 相信 类 玄学 话术 解决 危机 超越 科幻,靠“我相信”这类玄学话术解决最终危机，这已经超越科幻了
